   Elapsed time	 RESP, 	PLETH, 	    V, 	  AVR, 	   II, 
        188.184	  1.000	  0.448	  0.455	  0.278	  0.776
        188.192	  1.000	  0.446	  0.449	  0.249	  0.822
        188.200	  1.000	  0.442	  0.455	  0.239	  0.835
        188.208	  1.000	  0.437	  0.449	  0.233	  0.841
        188.216	  1.000	  0.433	  0.455	  0.239	  0.831
        188.224	  1.000	  0.428	  0.449	  0.259	  0.800
        188.232	  1.000	  0.424	  0.471	  0.300	  0.751
        188.240	  1.000	  0.422	  0.471	  0.339	  0.686
        188.248	  1.000	  0.420	  0.475	  0.384	  0.620
        188.256	  1.000	  0.420	  0.475	  0.425	  0.551
        188.264	  1.000	  0.419	  0.484	  0.471	  0.484
        188.272	  1.000	  0.419	  0.484	  0.500	  0.429
        188.280	  1.000	  0.417	  0.500	  0.525	  0.390
        188.288	  1.000	  0.415	  0.500	  0.539	  0.359
        188.296	  1.000	  0.414	  0.516	  0.551	  0.349
        188.304	  1.000	  0.413	  0.520	  0.561	  0.335
        188.312	  1.000	  0.411	  0.520	  0.561	  0.335
        188.320	  0.997	  0.409	  0.516	  0.561	  0.339
        188.328	  0.994	  0.409	  0.520	  0.561	  0.349
        188.336	  0.975	  0.408	  0.516	  0.551	  0.355
        188.344	  0.955	  0.408	  0.516	  0.545	  0.355
        188.352	  0.931	  0.406	  0.516	  0.545	  0.359
        188.360	  0.906	  0.405	  0.516	  0.539	  0.359
        188.368	  0.878	  0.404	  0.510	  0.539	  0.371
        188.376	  0.849	  0.403	  0.516	  0.539	  0.375
        188.384	  0.818	  0.404	  0.516	  0.539	  0.380
        188.392	  0.787	  0.405	  0.516	  0.535	  0.380
        188.400	  0.758	  0.405	  0.510	  0.535	  0.380
        188.408	  0.728	  0.406	  0.506	  0.539	  0.375
        188.416	  0.700	  0.406	  0.500	  0.545	  0.375
        188.424	  0.673	  0.404	  0.506	  0.545	  0.365
        188.432	  0.643	  0.402	  0.500	  0.545	  0.365
        188.440	  0.614	  0.399	  0.506	  0.555	  0.355
        188.448	  0.585	  0.397	  0.510	  0.555	  0.349
        188.456	  0.554	  0.395	  0.506	  0.551	  0.355
        188.464	  0.529	  0.395	  0.510	  0.561	  0.339
        188.472	  0.503	  0.396	  0.510	  0.551	  0.349
        188.480	  0.481	  0.399	  0.535	  0.539	  0.375
        188.488	  0.458	  0.405	  0.545	  0.535	  0.384
        188.496	  0.439	  0.412	  0.571	  0.525	  0.394
        188.504	  0.419	  0.422	  0.571	  0.525	  0.390
        188.512	  0.401	  0.437	  0.551	  0.525	  0.375
        188.520	  0.383	  0.455	  0.525	  0.545	  0.349
        188.528	  0.369	  0.473	  0.500	  0.555	  0.335
        188.536	  0.354	  0.492	  0.475	  0.545	  0.345
        188.544	  0.342	  0.510	  0.461	  0.545	  0.359
        188.552	  0.330	  0.527	  0.449	  0.539	  0.371
        188.560	  0.322	  0.543	  0.461	  0.545	  0.365
        188.568	  0.313	  0.555	  0.471	  0.551	  0.355
        188.576	  0.306	  0.566	  0.480	  0.561	  0.339
        188.584	  0.299	  0.573	  0.480	  0.565	  0.335
        188.592	  0.294	  0.577	  0.484	  0.571	  0.335
        188.600	  0.288	  0.580	  0.475	  0.571	  0.335
        188.608	  0.284	  0.581	  0.490	  0.571	  0.339
        188.616	  0.281	  0.580	  0.590	  0.596	  0.259
        188.624	  0.278	  0.578	  0.606	  0.494	  0.439
        188.632	  0.274	  0.575	  0.210	  0.114	  1.167
        188.640	  0.272	  0.570	 -0.488	 -0.378	  1.504
        188.648	  0.269	  0.564	 -0.502	 -0.398	  1.504
        188.656	  0.266	  0.555	 -0.096	  0.349	  0.867
        188.664	  0.263	  0.544	  0.294	  0.535	  0.449
        188.672	  0.259	  0.534	  0.404	  0.520	  0.425
        188.680	  0.256	  0.522	  0.461	  0.520	  0.400
        188.688	  0.253	  0.513	  0.490	  0.539	  0.371
        188.696	  0.250	  0.505	  0.510	  0.535	  0.355
        188.704	  0.247	  0.498	  0.520	  0.551	  0.335
        188.712	  0.244	  0.492	  0.525	  0.551	  0.339
        188.720	  0.242	  0.486	  0.516	  0.545	  0.349
        188.728	  0.240	  0.483	  0.516	  0.535	  0.355
        188.736	  0.239	  0.482	  0.516	  0.525	  0.365
        188.744	  0.238	  0.481	  0.520	  0.520	  0.375
        188.752	  0.238	  0.480	  0.520	  0.520	  0.384
        188.760	  0.238	  0.479	  0.520	  0.510	  0.400
        188.768	  0.239	  0.478	  0.516	  0.500	  0.410
        188.776	  0.239	  0.475	  0.506	  0.490	  0.420
        188.784	  0.241	  0.473	  0.500	  0.480	  0.445
        188.792	  0.242	  0.471	  0.506	  0.465	  0.475
        188.800	  0.244	  0.469	  0.500	  0.449	  0.500
        188.808	  0.246	  0.466	  0.500	  0.435	  0.520
        188.816	  0.250	  0.463	  0.506	  0.420	  0.555
        188.824	  0.254	  0.459	  0.500	  0.384	  0.600
        188.832	  0.260	  0.456	  0.494	  0.355	  0.645
        188.840	  0.267	  0.453	  0.500	  0.324	  0.696
        188.848	  0.274	  0.449	  0.500	  0.290	  0.745
        188.856	  0.281	  0.445	  0.500	  0.278	  0.767
        188.864	  0.287	  0.441	  0.506	  0.269	  0.771
        188.872	  0.295	  0.437	  0.500	  0.265	  0.780
        188.880	  0.301	  0.433	  0.510	  0.278	  0.755
        188.888	  0.308	  0.429	  0.494	  0.304	  0.722
        188.896	  0.313	  0.426	  0.494	  0.335	  0.676
        188.904	  0.319	  0.423	  0.484	  0.375	  0.620
        188.912	  0.324	  0.421	  0.484	  0.416	  0.561
        188.920	  0.328	  0.420	  0.475	  0.449	  0.506
        188.928	  0.333	  0.419	  0.484	  0.490	  0.455
        188.936	  0.338	  0.419	  0.490	  0.510	  0.416
        188.944	  0.342	  0.419	  0.500	  0.525	  0.384
        188.952	  0.346	  0.418	  0.500	  0.545	  0.365
        188.960	  0.349	  0.417	  0.506	  0.555	  0.355
        188.968	  0.352	  0.418	  0.510	  0.551	  0.345
        188.976	  0.353	  0.418	  0.510	  0.555	  0.345
        188.984	  0.354	  0.418	  0.506	  0.551	  0.345
        188.992	  0.353	  0.418	  0.510	  0.551	  0.349
        189.000	  0.353	  0.417	  0.516	  0.555	  0.345
        189.008	  0.351	  0.418	  0.506	  0.545	  0.371
        189.016	  0.349	  0.418	  0.510	  0.545	  0.371
        189.024	  0.345	  0.418	  0.506	  0.545	  0.375
        189.032	  0.342	  0.418	  0.520	  0.539	  0.380
        189.040	  0.338	  0.418	  0.510	  0.535	  0.380
        189.048	  0.334	  0.417	  0.516	  0.539	  0.380
        189.056	  0.329	  0.415	  0.510	  0.539	  0.380
        189.064	  0.326	  0.413	  0.510	  0.539	  0.380
        189.072	  0.318	  0.412	  0.506	  0.539	  0.380
        189.080	  0.311	  0.410	  0.510	  0.539	  0.371
        189.088	  0.302	  0.408	  0.500	  0.545	  0.371
        189.096	  0.292	  0.406	  0.510	  0.551	  0.365
        189.104	  0.283	  0.405	  0.510	  0.561	  0.349
        189.112	  0.275	  0.406	  0.510	  0.561	  0.355
        189.120	  0.266	  0.409	  0.506	  0.561	  0.345
        189.128	  0.257	  0.414	  0.516	  0.561	  0.349
        189.136	  0.248	  0.423	  0.525	  0.545	  0.375
        189.144	  0.239	  0.435	  0.551	  0.535	  0.384
        189.152	  0.228	  0.451	  0.565	  0.529	  0.390
        189.160	  0.218	  0.470	  0.575	  0.525	  0.384
        189.168	  0.209	  0.492	  0.565	  0.535	  0.380
        189.176	  0.199	  0.514	  0.545	  0.545	  0.355
        189.184	  0.192	  0.534	  0.525	  0.551	  0.335
        189.192	  0.183	  0.551	  0.500	  0.561	  0.329
        189.200	  0.177	  0.569	  0.475	  0.551	  0.349
        189.208	  0.170	  0.586	  0.465	  0.551	  0.371
        189.216	  0.165	  0.600	  0.471	  0.555	  0.355
        189.224	  0.160	  0.612	  0.461	  0.545	  0.365
        189.232	  0.155	  0.621	  0.484	  0.555	  0.355
        189.240	  0.151	  0.627	  0.490	  0.555	  0.349
        189.248	  0.147	  0.630	  0.494	  0.561	  0.345
        189.256	  0.143	  0.630	  0.490	  0.561	  0.355
        189.264	  0.140	  0.631	  0.494	  0.545	  0.365
        189.272	  0.137	  0.631	  0.539	  0.561	  0.324
        189.280	  0.134	  0.631	  0.610	  0.580	  0.290
        189.288	  0.131	  0.629	  0.439	  0.304	  0.786
        189.296	  0.128	  0.625	 -0.173	 -0.231	  1.504
        189.304	  0.125	  0.619	 -0.502	 -0.402	  1.504
        189.312	  0.121	  0.611	 -0.333	  0.155	  1.247
        189.320	  0.118	  0.601	  0.194	  0.516	  0.500
        189.328	  0.113	  0.588	  0.400	  0.539	  0.420
        189.336	  0.109	  0.576	  0.455	  0.520	  0.404
        189.344	  0.105	  0.562	  0.500	  0.520	  0.380
        189.352	  0.100	  0.549	  0.520	  0.535	  0.371
        189.360	  0.097	  0.538	  0.535	  0.545	  0.355
        189.368	  0.093	  0.527	  0.539	  0.545	  0.339
        189.376	  0.090	  0.518	  0.535	  0.529	  0.371
        189.384	  0.087	  0.512	  0.525	  0.525	  0.380
        189.392	  0.084	  0.508	  0.525	  0.520	  0.380
        189.400	  0.081	  0.506	  0.516	  0.510	  0.394
        189.408	  0.078	  0.505	  0.520	  0.506	  0.404
        189.416	  0.075	  0.504	  0.525	  0.500	  0.420
        189.424	  0.073	  0.504	  0.525	  0.494	  0.420
        189.432	  0.071	  0.504	  0.520	  0.484	  0.439
        189.440	  0.070	  0.502	  0.516	  0.475	  0.449
        189.448	  0.070	  0.500	  0.520	  0.465	  0.475
        189.456	  0.070	  0.495	  0.516	  0.449	  0.494
        189.464	  0.070	  0.490	  0.520	  0.439	  0.516
        189.472	  0.071	  0.485	  0.510	  0.420	  0.545
        189.480	  0.072	  0.481	  0.510	  0.390	  0.584
        189.488	  0.074	  0.478	  0.500	  0.365	  0.625
        189.496	  0.077	  0.477	  0.506	  0.329	  0.686
        189.504	  0.080	  0.475	  0.500	  0.300	  0.731
        189.512	  0.084	  0.472	  0.500	  0.275	  0.767
        189.520	  0.088	  0.470	  0.500	  0.265	  0.790
        189.528	  0.093	  0.468	  0.500	  0.249	  0.806
        189.536	  0.098	  0.465	  0.500	  0.259	  0.796
        189.544	  0.103	  0.462	  0.500	  0.269	  0.771
        189.552	  0.108	  0.459	  0.484	  0.304	  0.731
        189.560	  0.113	  0.456	  0.480	  0.339	  0.676
        189.568	  0.118	  0.452	  0.475	  0.380	  0.610
        189.576	  0.124	  0.449	  0.475	  0.420	  0.555
        189.584	  0.129	  0.446	  0.475	  0.461	  0.500
        189.592	  0.134	  0.444	  0.484	  0.484	  0.461
        189.600	  0.139	  0.442	  0.494	  0.506	  0.420
        189.608	  0.144	  0.440	  0.500	  0.520	  0.404
        189.616	  0.149	  0.437	  0.510	  0.535	  0.380
        189.624	  0.152	  0.433	  0.520	  0.545	  0.365
        189.632	  0.157	  0.429	  0.525	  0.545	  0.359
        189.640	  0.161	  0.425	  0.525	  0.551	  0.365
        189.648	  0.164	  0.421	  0.520	  0.555	  0.365
        189.656	  0.167	  0.418	  0.525	  0.545	  0.380
        189.664	  0.169	  0.417	  0.520	  0.539	  0.380
        189.672	  0.171	  0.417	  0.520	  0.545	  0.375
        189.680	  0.172	  0.418	  0.525	  0.545	  0.380
        189.688	  0.173	  0.417	  0.520	  0.545	  0.380
        189.696	  0.174	  0.417	  0.525	  0.539	  0.390
        189.704	  0.174	  0.418	  0.520	  0.551	  0.380
        189.712	  0.173	  0.417	  0.520	  0.545	  0.380
        189.720	  0.171	  0.417	  0.520	  0.545	  0.375
        189.728	  0.168	  0.415	  0.525	  0.551	  0.380
        189.736	  0.165	  0.413	  0.520	  0.555	  0.371
        189.744	  0.161	  0.412	  0.520	  0.545	  0.375
        189.752	  0.158	  0.409	  0.510	  0.551	  0.371
        189.760	  0.154	  0.407	  0.516	  0.551	  0.359
        189.768	  0.151	  0.407	  0.516	  0.561	  0.349
        189.776	  0.147	  0.408	  0.520	  0.571	  0.349
        189.784	  0.142	  0.410	  0.516	  0.565	  0.349
        189.792	  0.138	  0.413	  0.525	  0.555	  0.359
        189.800	  0.134	  0.418	  0.535	  0.545	  0.375
        189.808	  0.131	  0.426	  0.561	  0.535	  0.384
        189.816	  0.128	  0.439	  0.571	  0.535	  0.394
        189.824	  0.126	  0.456	  0.571	  0.535	  0.384
        189.832	  0.125	  0.476	  0.545	  0.529	  0.375
        189.840	  0.125	  0.499	  0.516	  0.551	  0.335
        189.848	  0.125	  0.520	  0.494	  0.561	  0.335
        189.856	  0.127	  0.542	  0.475	  0.551	  0.335
        189.864	  0.130	  0.561	  0.455	  0.565	  0.349
        189.872	  0.135	  0.578	  0.461	  0.555	  0.355
        189.880	  0.140	  0.589	  0.465	  0.565	  0.345
        189.888	  0.148	  0.596	  0.475	  0.565	  0.349
        189.896	  0.154	  0.602	  0.480	  0.575	  0.324
        189.904	  0.162	  0.606	  0.480	  0.584	  0.320
        189.912	  0.170	  0.607	  0.480	  0.575	  0.329
        189.920	  0.178	  0.608	  0.475	  0.575	  0.324
        189.928	  0.186	  0.607	  0.506	  0.571	  0.335
        189.936	  0.196	  0.604	  0.590	  0.590	  0.290
        189.944	  0.205	  0.600	  0.500	  0.400	  0.616
        189.952	  0.216	  0.597	  0.033	 -0.092	  1.504
        189.960	  0.228	  0.592	 -0.502	 -0.408	  1.504
        189.968	  0.239	  0.586	 -0.418	 -0.002	  1.504
        189.976	  0.250	  0.575	  0.155	  0.520	  0.551
        189.984	  0.262	  0.564	  0.400	  0.610	  0.320
        189.992	  0.274	  0.553	  0.435	  0.580	  0.339
        190.000	  0.284	  0.541	  0.455	  0.571	  0.329
        190.008	  0.295	  0.527	  0.475	  0.580	  0.310
        190.016	  0.305	  0.515	  0.490	  0.584	  0.300
        190.024	  0.315	  0.505	  0.500	  0.590	  0.290
        190.032	  0.325	  0.498	  0.494	  0.584	  0.304
        190.040	  0.334	  0.492	  0.480	  0.580	  0.310
        190.048	  0.344	  0.488	  0.475	  0.571	  0.329
        190.056	  0.353	  0.486	  0.475	  0.565	  0.335
        190.064	  0.362	  0.485	  0.480	  0.565	  0.345
        190.072	  0.370	  0.485	  0.475	  0.565	  0.345
        190.080	  0.378	  0.484	  0.484	  0.555	  0.355
        190.088	  0.386	  0.484	  0.475	  0.545	  0.380
        190.096	  0.395	  0.484	  0.475	  0.535	  0.384
        190.104	  0.403	  0.481	  0.465	  0.516	  0.416
        190.112	  0.413	  0.477	  0.465	  0.500	  0.435
        190.120	  0.422	  0.472	  0.465	  0.484	  0.455
        190.128	  0.432	  0.466	  0.465	  0.449	  0.500
        190.136	  0.442	  0.461	  0.455	  0.439	  0.529
        190.144	  0.452	  0.456	  0.449	  0.410	  0.580
        190.152	  0.462	  0.450	  0.439	  0.375	  0.629
        190.160	  0.472	  0.445	  0.445	  0.339	  0.680
        190.168	  0.482	  0.442	  0.429	  0.310	  0.725
        190.176	  0.491	  0.439	  0.435	  0.294	  0.751
        190.184	  0.500	  0.436	  0.439	  0.300	  0.755
        190.192	  0.510	  0.433	  0.429	  0.294	  0.745
        190.200	  0.521	  0.429	  0.439	  0.310	  0.725
        190.208	  0.533	  0.425	  0.435	  0.339	  0.676
        190.216	  0.544	  0.421	  0.449	  0.371	  0.625
        190.224	  0.555	  0.418	  0.445	  0.420	  0.561
        190.232	  0.567	  0.415	  0.455	  0.461	  0.490
        190.240	  0.577	  0.413	  0.465	  0.500	  0.429
        190.248	  0.587	  0.413	  0.475	  0.529	  0.380
        190.256	  0.597	  0.413	  0.480	  0.555	  0.349
        190.264	  0.608	  0.412	  0.494	  0.575	  0.314
        190.272	  0.620	  0.411	  0.500	  0.584	  0.300
        190.280	  0.631	  0.409	  0.516	  0.596	  0.290
        190.288	  0.644	  0.409	  0.506	  0.590	  0.284
        190.296	  0.657	  0.408	  0.506	  0.590	  0.294
        190.304	  0.671	  0.407	  0.500	  0.596	  0.284
        190.312	  0.683	  0.407	  0.506	  0.600	  0.290
        190.320	  0.695	  0.407	  0.500	  0.590	  0.300
        190.328	  0.707	  0.406	  0.506	  0.580	  0.314
        190.336	  0.717	  0.405	  0.500	  0.580	  0.314
        190.344	  0.726	  0.405	  0.510	  0.590	  0.324
        190.352	  0.735	  0.405	  0.500	  0.575	  0.329
        190.360	  0.745	  0.405	  0.516	  0.575	  0.324
        190.368	  0.754	  0.405	  0.510	  0.571	  0.339
        190.376	  0.762	  0.405	  0.520	  0.571	  0.339
        190.384	  0.770	  0.405	  0.510	  0.571	  0.335
        190.392	  0.778	  0.404	  0.506	  0.565	  0.339
        190.400	  0.784	  0.403	  0.510	  0.571	  0.329
        190.408	  0.790	  0.400	  0.506	  0.580	  0.314
        190.416	  0.795	  0.397	  0.510	  0.575	  0.320
        190.424	  0.800	  0.395	  0.506	  0.584	  0.310
        190.432	  0.804	  0.393	  0.516	  0.584	  0.310
        190.440	  0.807	  0.394	  0.510	  0.584	  0.310
        190.448	  0.812	  0.396	  0.520	  0.580	  0.320
        190.456	  0.817	  0.399	  0.529	  0.565	  0.335
        190.464	  0.822	  0.404	  0.551	  0.555	  0.345
        190.472	  0.827	  0.412	  0.571	  0.561	  0.345
        190.480	  0.832	  0.420	  0.580	  0.555	  0.335
        190.488	  0.837	  0.431	  0.555	  0.545	  0.345
        190.496	  0.843	  0.448	  0.516	  0.561	  0.320
        190.504	  0.848	  0.468	  0.455	  0.565	  0.310
        190.512	  0.855	  0.491	  0.445	  0.561	  0.329
        190.520	  0.863	  0.512	  0.435	  0.551	  0.339
        190.528	  0.872	  0.532	  0.455	  0.551	  0.355
        190.536	  0.881	  0.548	  0.465	  0.561	  0.335
        190.544	  0.890	  0.562	  0.490	  0.571	  0.329
        190.552	  0.898	  0.574	  0.494	  0.580	  0.310
        190.560	  0.907	  0.583	  0.500	  0.571	  0.329
        190.568	  0.916	  0.589	  0.484	  0.571	  0.329
        190.576	  0.926	  0.592	  0.480	  0.561	  0.339
        190.584	  0.935	  0.593	  0.494	  0.565	  0.335
        190.592	  0.946	  0.594	  0.590	  0.575	  0.300
        190.600	  0.956	  0.594	  0.516	  0.425	  0.571
        190.608	  0.967	  0.594	  0.094	 -0.076	  1.504
        190.616	  0.978	  0.591	 -0.502	 -0.478	  1.504
        190.624	  0.988	  0.586	 -0.447	 -0.122	  1.504
        190.632	  0.999	  0.577	  0.120	  0.449	  0.680
        190.640	  0.999	  0.565	  0.410	  0.580	  0.355
        190.648	  1.000	  0.552	  0.471	  0.551	  0.375
        190.656	  1.000	  0.539	  0.494	  0.545	  0.355
        190.664	  1.000	  0.526	  0.520	  0.545	  0.349
        190.672	  1.000	  0.515	  0.520	  0.551	  0.335
        190.680	  1.000	  0.507	  0.535	  0.555	  0.329
        190.688	  1.000	  0.500	  0.539	  0.555	  0.329
        190.696	  1.000	  0.494	  0.535	  0.555	  0.335
        190.704	  1.000	  0.488	  0.525	  0.561	  0.329
        190.712	  1.000	  0.482	  0.539	  0.551	  0.339
        190.720	  1.000	  0.479	  0.545	  0.551	  0.349
        190.728	  1.000	  0.477	  0.561	  0.545	  0.345
        190.736	  1.000	  0.475	  0.555	  0.545	  0.355
        190.744	  1.000	  0.472	  0.545	  0.535	  0.371
        190.752	  1.000	  0.471	  0.539	  0.520	  0.380
        190.760	  1.000	  0.470	  0.545	  0.506	  0.410
        190.768	  1.000	  0.470	  0.539	  0.490	  0.445
        190.776	  1.000	  0.469	  0.539	  0.471	  0.475
        190.784	  1.000	  0.467	  0.529	  0.439	  0.516
        190.792	  1.000	  0.465	  0.520	  0.416	  0.565
        190.800	  1.000	  0.461	  0.500	  0.380	  0.625
        190.808	  1.000	  0.457	  0.490	  0.339	  0.690
        190.816	  1.000	  0.453	  0.475	  0.304	  0.751
        190.824	  1.000	  0.447	  0.471	  0.269	  0.800
        190.832	  1.000	  0.441	  0.455	  0.249	  0.835
        190.840	  1.000	  0.436	  0.449	  0.233	  0.851
        190.848	  1.000	  0.430	  0.455	  0.233	  0.851
        190.856	  1.000	  0.425	  0.449	  0.245	  0.826
        190.864	  1.000	  0.422	  0.461	  0.284	  0.776
        190.872	  1.000	  0.420	  0.465	  0.320	  0.722
        190.880	  1.000	  0.419	  0.475	  0.359	  0.651
        190.888	  1.000	  0.419	  0.480	  0.410	  0.580
        190.896	  1.000	  0.418	  0.500	  0.455	  0.510
